line,variable
"org.apache.commons.math3.stat.inference$TestUtils#tTest(double,double[]):182",T_TEST;mu;tTest;sample
org.apache.commons.math3.util$Decimal64#copySign(org.apache.commons.math3.util.Decimal64):401,copySign;FastMath;sign;value
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):248",xi
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):161,allEquals
"org.apache.commons.math3.stat.inference$TestUtils#t(double[],double[]):155",sample1;t;T_TEST;sample2
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):428",p;fpdecimal;length
"org.apache.commons.math3.optimization$SimpleVectorValueChecker#converged(int,org.apache.commons.math3.optimization.PointVectorValuePair,org.apache.commons.math3.optimization.PointVectorValuePair):134",p;i
"org.apache.commons.math3.optimization$SimpleVectorValueChecker#converged(int,org.apache.commons.math3.optimization.PointVectorValuePair,org.apache.commons.math3.optimization.PointVectorValuePair):139",size;getAbsoluteThreshold;difference;getRelativeThreshold
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):422",p;fpdecimal;charAt
org.apache.commons.math3.linear$HessenbergTransformer#getP():104,high;i
org.apache.commons.math3.linear$HessenbergTransformer#getP():101,high;j
"org.apache.commons.math3.util$MathUtils#copySign(byte,byte):136",magnitude
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):418",p;fpdecimal;decimalFound;charAt
org.apache.commons.math3.fraction$BigFractionField#readResolve():80,LazyHolder
org.apache.commons.math3.stat$StatUtils#mode(double[]):818,sample
"org.apache.commons.math3.optimization$SimpleVectorValueChecker#converged(int,org.apache.commons.math3.optimization.PointVectorValuePair,org.apache.commons.math3.optimization.PointVectorValuePair):128",iteration;maxIterationCount;ITERATION_CHECK_DISABLED
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):133,referenceSimplex
"org.apache.commons.math3.util$MathUtils#copySign(byte,byte):131",magnitude
"org.apache.commons.math3.util$MathUtils#copySign(byte,byte):132",Byte;sign;magnitude
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):414",p;fpdecimal;charAt
org.apache.commons.math3.linear$HessenbergTransformer#getP():111,high;i
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#setClockWise(boolean):182,child
"org.apache.commons.math3.util$MathUtils#copySign(byte,byte):129",sign;magnitude
org.apache.commons.math3.util$Decimal64Field#getZero():50,Decimal64
org.apache.commons.math3.optim.nonlinear.vector$JacobianMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):109,data
org.apache.commons.math3.optim.nonlinear.vector$JacobianMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):108,data
"org.apache.commons.math3.stat.inference$TestUtils#t(org.apache.commons.math3.stat.descriptive.StatisticalSummary,org.apache.commons.math3.stat.descriptive.StatisticalSummary):164",t;T_TEST;sampleStats2;sampleStats1
org.apache.commons.math3.util$Decimal64Field#getOne():55,Decimal64
org.apache.commons.math3.linear$ArrayRealVector#walkInDefaultOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor):915,data;i
"org.apache.commons.math3.stat.inference$TestUtils#t(double,double[]):139",t;T_TEST;mu;observed
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#smartAdd(double,double):297",_a;_b
org.apache.commons.math3.fraction$BigFractionField#getOne():53,BigFraction
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):135,node;contains;child
org.apache.commons.math3.linear$HessenbergTransformer#getP():120,cachedP
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):133,iterator;hasNext
org.apache.commons.math3.fraction$BigFractionField#getInstance():48,LazyHolder
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#smartAdd(double,double):299",_b;eps
"org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor,int,int,int,int):847",endRow;row
"org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor,int,int,int,int):848",endColumn;column
org.apache.commons.math3.util$Decimal64#pow(double):454,p;FastMath;pow;value
"org.apache.commons.math3.stat.inference$TestUtils#pairedTTest(double[],double[]):131",sample1;T_TEST;pairedTTest;sample2
"org.apache.commons.math3.linear$ArrayRealVector#walkInOptimizedOrder(org.apache.commons.math3.linear.RealVectorPreservingVisitor,int,int):908",walkInDefaultOrder;start;end;visitor
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#getSize():194,simplex
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):171",forward
org.apache.commons.math3.stat.descriptive.moment$StandardDeviation#evaluate(double[]):157,variance;sqrt;values;FastMath;evaluate
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):172",nextIsLast
"org.apache.commons.math3.stat.inference$TestUtils#t(double,org.apache.commons.math3.stat.descriptive.StatisticalSummary):147",t;T_TEST;mu;sampleStats
org.apache.commons.math3.linear$HessenbergTransformer#getPT():135,cachedPt
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):126,node;contains;child
"org.apache.commons.math3.util$MathUtils#copySign(long,long):198",sign;magnitude
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):125,child
"org.apache.commons.math3.util$FastMathCalc#buildSinCosTables(double[],double[],double[],double[],int,double[],double[]):108",i
org.apache.commons.math3.analysis.function$Logit#value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure):204,f;i
org.apache.commons.math3.linear$HessenbergTransformer#getPT():130,cachedPt
"org.apache.commons.math3.stat$StatUtils#getMode(double[],int,int):874",isNaN;value;Double
org.apache.commons.math3.fraction$BigFractionField#getZero():58,BigFraction
org.apache.commons.math3.random$ValueServer#closeReplayFile():309,filePointer
org.apache.commons.math3.util$Decimal64#rootN(int):446,FastMath;pow;value;n
"org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor,int,int,int,int):830",endColumn;column
"org.apache.commons.math3.stat$StatUtils#getMode(double[],int,int):872",length;i;begin
org.apache.commons.math3.util$Decimal64#rootN(int):444,FastMath;pow;value;n
"org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor,int,int,int,int):836",end;visitor
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):164",isLastStep
org.apache.commons.math3.util$Decimal64#rootN(int):443,value
org.apache.commons.math3.distribution$ParetoDistribution#getNumericalMean():208,shape
org.apache.commons.math3.distribution$ParetoDistribution#getNumericalMean():209,Double
"org.apache.commons.math3.stat.inference$TestUtils#pairedT(double[],double[]):112",sample1;T_TEST;pairedT;sample2
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#withWeight(org.apache.commons.math3.linear.RealMatrix):92,self
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):168,i
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):585",npt;k
"org.apache.commons.math3.util$MathUtils#copySign(int,int):182",magnitude
org.apache.commons.math3.linear$HessenbergTransformer#getH():147,i;m
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#correctOrientation():159,child
"org.apache.commons.math3.linear$ArrayRealVector#walkInDefaultOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor,int,int):931",end;visitor
org.apache.commons.math3.linear$HessenbergTransformer#getH():148,i
org.apache.commons.math3.optim.linear$SimplexTableau#getHeight():505,tableau;getRowDimension
org.apache.commons.math3.linear$HessenbergTransformer#getH():144,cachedH
org.apache.commons.math3.util$Decimal64#cbrt():436,FastMath;value;cbrt
org.apache.commons.math3.stat.descriptive.moment$StandardDeviation#getResult():130,variance;sqrt;getResult;FastMath
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):590",j;n
org.apache.commons.math3.distribution$ParetoDistribution#getNumericalMean():211,shape;scale
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):278",di
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):152",stages;l
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):592",npt;k
"org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor,int,int,int,int):829",endRow;row
"org.apache.commons.math3.stat$StatUtils#mode(double[],int,int):846",sample
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):170,k;dimension
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):150",y0;j
"org.apache.commons.math3.stat.inference$TestUtils#pairedTTest(double[],double[],double):122",sample1;T_TEST;pairedTTest;alpha;sample2
"org.apache.commons.math3.linear$ArrayRealVector#walkInDefaultOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor,int,int):928",i;end
"org.apache.commons.math3.util$FastMathCalc#buildSinCosTables(double[],double[],double[],double[],int,double[],double[]):121",i;SINE_TABLE_LEN
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):596",npt;k
"org.apache.commons.math3.util$MathUtils#copySign(int,int):175",sign;magnitude
org.apache.commons.math3.linear$HessenbergTransformer#getH():154,j;m
org.apache.commons.math3.random$ValueServer#getMu():324,mu
"org.apache.commons.math3.util$FastMathCalc#buildSinCosTables(double[],double[],double[],double[],int,double[],double[]):128",i
"org.apache.commons.math3.util$MathUtils#copySign(int,int):177",magnitude
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):144,node;factory;intersection;isEmpty;child
"org.apache.commons.math3.util$MathUtils#copySign(int,int):178",Integer;sign;magnitude
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#add(org.apache.commons.math3.geometry.euclidean.twod.NestedLoops):143,child
org.apache.commons.math3.util$Decimal64#sqrt():429,sqrt;FastMath;value
"org.apache.commons.math3.stat$StatUtils#mode(double[],int,int):850",begin
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):266",k;nvars
org.apache.commons.math3.util$Decimal64#hypot(org.apache.commons.math3.util.Decimal64):422,hypot;FastMath;y;value
org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor):814,columns;column
"org.apache.commons.math3.stat$StatUtils#mode(double[],int,int):854",length
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):269",di
org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor):813,row;rows
org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor):818,end;visitor
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#getDimension():183,dimension
org.apache.commons.math3.stat.descriptive.moment$StandardDeviation#getN():122,variance;getN
org.apache.commons.math3.linear$ArrayRealVector#walkInDefaultOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor):918,end;visitor
"org.apache.commons.math3.stat$StatUtils#mode(double[],int,int):858",length;getMode;sample;begin
"org.apache.commons.math3.optimization.direct$SimplexOptimizer$2#compare(org.apache.commons.math3.optimization.PointValuePair,org.apache.commons.math3.optimization.PointValuePair):203",compare;isMinim;v1;v2;Double
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):445",j;n
org.apache.commons.math3.linear$AbstractFieldMatrix#extractField(org.apache.commons.math3.FieldElement[][]):99,d
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):446",i;j
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):447",i;j
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):440",state
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):443",trustRegionCenterInterpolationPointIndex;kbase
org.apache.commons.math3.complex$Complex#hashCode():363,isNaN
org.apache.commons.math3.linear$OpenMapRealVector#subtract(org.apache.commons.math3.linear.OpenMapRealVector):650,res
org.apache.commons.math3.complex$Complex#hashCode():366,imaginary;real;hash;MathUtils
org.apache.commons.math3.linear$OpenMapRealVector#subtract(org.apache.commons.math3.linear.RealVector):659,v;subtract
org.apache.commons.math3.linear$OpenMapRealVector#subtract(org.apache.commons.math3.linear.RealVector):658,v
org.apache.commons.math3.analysis.solvers$NewtonRaphsonSolver#doSolve():87,x1
org.apache.commons.math3.analysis.solvers$NewtonRaphsonSolver#doSolve():86,abs;FastMath;x0;x1;absoluteAccuracy
"org.apache.commons.math3.distribution$TriangularDistribution#TriangularDistribution(org.apache.commons.math3.random.RandomGenerator,double,double,double):91",b;c
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):455",npt;k
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):457",j;n
"org.apache.commons.math3.random$RandomDataImpl#nextInt(int,int):161",delegate;lower;upper;nextInt
org.apache.commons.math3.random$ValueServer#fill(int):181,out
"org.apache.commons.math3.random$RandomDataImpl#nextLong(long,long):166",delegate;lower;upper;nextLong
org.apache.commons.math3.optimization.direct$SimplexOptimizer#doOptimize():217,getSize;simplex;i
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#bobyqb(double[],double[]):454",npt;getEvaluations
org.apache.commons.math3.optimization.direct$SimplexOptimizer#doOptimize():215,iteration
org.apache.commons.math3.linear$OpenMapRealVector#subtract(org.apache.commons.math3.linear.RealVector):661,v;subtract
"org.apache.commons.math3.optim.linear$SimplexTableau#getEntry(int,int):515",tableau;column;row;getEntry
